Customer ID,Product ID,Order ID,Order Quantity,Review Rating,Payment Method,Subscription Status,Shipping Type,Discount,Date
pkukmhl1ytmnavf0mrjioln1pgnmm5mz,c0005a00778a24457415e0ed00885b71,dn2bnzxp8upqnyztwgt7cbgeviukeym0,18,3.3,Debit Card,No,2-Day Shipping,15.23%,2020-09-08
tmx2ynjvex3rur6hxp1tp3ugt7pzwkfw,83e552219d4760e793b5c358b652dec5,1xjh1juqktduniwea7t7vd93kgracztg,17,4.1,Debit Card,Yes,Next Day Air,11.47%,2020-10-06
ke5balqh59mopcfpm1znpwt4jjtcbxpg,230dad24384b9d498a8cfca805f86aee,zkjdlfnyayw8chfetissh7wqvlrzukso,10,4.7,PayPal,Yes,Standard,15.04%,2020-10-14
wk9xvfgeedb1cwtpklyvruzng0cvmagq,aa04f0ed5a1e8bdaa7cc4c523d46d44a,z9hvz0mgi1oy06sv9re9rnccmoioefkb,14,4.2,Bank Transfer,no,Express,11.09%,2020-10-16
gqienugbc75neh34uctscivh6jeanqyq,ce17f480337fd171072bab625ab7d70f,qxhndyzowmkby9zu5yf2btl81hiz9f5u,17,3.2,Debit Card,No,Standard,13.88%,2020-10-27
4xajerqzorcljxd75bn6sqvwfnnux7tm,c06d73c226d61ed79f338f510a50c81f,l3vegzbmxdjlnu2pbpuj2haxd1l0cloz,2,4.9,Venmo,No,2-Day Shipping,13.15%,2020-10-21
ravialrbltoatoehvhjpmzglf6rgywmn,dcb521f35dd9881e59d7ebd9397ba42b,wrrpbhjmglkanl78lmu1bvwi7bzzn8xi,2,2.6,Credit Card,Yes,Express,2.83%,2020-10-14
ab4tkpzepk3fukm9fydeelunsbcs0frh,8d3d1cf421056b19e12fcf8cc17ad97d,y5nzxc5srn9kjslx5ggc9t3owvikdvyr,8,2.6,Bank Transfer,Yes,Free Shipping,8.82%,2020-10-10
sukjlbfiad6xphoc6bz4anw0koj1w1qm,ef2d070bd6c92e15c6886bb0ffa5d130,cpln5okbnmg5crxiwed0rbeotolr9ifd,8,4.4,PayPal,No,2-Day Shipping,3.31%,2020-10-20
2oynxeh0n9ilbq4lsyjjrg8ndfu165qc,bb009a57b4b57be25df58cabe300dc26,pmqvuof32yov15wk7yugocwaaizpdjuz,8,2.8,Cash,Yes,Free Shipping,24.29%,2020-10-05
cuktklpsjedacsaz9kqxb4qcpy0y6jnm,f55c084eaa133f9344efda3a599ec44b,dwtixmbtifpuox1pkcezcij2hk1ug3nc,3,3.4,Credit Card,Yes,2-Day Shipping,4.46%,2020-10-07
k4jortseaoiq3lxauoaere96sxwhpxee,a3099566a8b351d7462804508acbd9fa,wduvt6tioypw3qtobzbmw0qe1o9j5v8g,13,2.6,Credit Card,Yes,Standard,16.21%,2020-10-24
tcru6kc8wpwytfdokomgue24whfldcfk,d9b3c4f0d07b902cc43beb008be76cf0,udm723xjwgzes3lcxw71qs6v9usopggt,7,3.6,Cash,No,2-Day Shipping,16.97%,2020-10-15
hr0mpv8b7uh8lapmtqeaqpqldb4pbkp9,d457e25f18ddce4d9e32b61b729cddf7,waz2larznqqddmozhlrgzv9l7df9a2g1,7,3.8,Cash,No,2-Day Shipping,18.1%,2020-10-27
fqoc2a2n4drdtiacchddnarnghdy61oy,9dbb1422c9d41fe5d7ad847578a723a3,pmbi09jkonph7cbho0ctbw3ldprh9qne,5,2.8,PayPal,Yes,Store Pickup,14.84%,2020-10-16
labudl80c1wyl5tohar1p71q3iqcuweo,2ea27b2b29683b6f5744213ae920abf0,fgixsznlldaa9asn1te1uefenj7wlct9,1,3.8,Bank Transfer,Yes,Store Pickup,14.22%,2020-10-20
kpadb3ezr2cwgfuy5u2up5vpf3ep0cla,7ddae67e923356cbeebd65547b3417eb,wzywnoqwdd4jqhddmsyuupoqwmbiamjr,3,4.8,Venmo,,Next Day Air,14.51%,2020-10-02
3m9xawrjwmzxorhcofdyddeyypboubhx,fc89c6e4e2d1ff6e34308e632b3a42be,shxi4vuwpl7wjfnswdwhd7yfoi133afm,2,3.2,Venmo,No,Next Day Air,14.17%,2020-10-14
qsur9uqfgoua3t6w6nk5pkynhj84nmaq,c8405dddec521b0ae3144ab37beb9b7a,qzxseo6q5e7iaozengmdz1w0hmv8a4qk,9,3.0,Bank Transfer,No,Standard,21.74%,2020-10-15
shzechgnl8owi8meipnxkwc3tommsmdv,7eafb95045ee8d51baa62bac486957ad,v3nfpqbdcmcrkp1qcklvd0u0wohwya6d,9,4.3,Credit Card,No,Next Day Air,0.93%,2020-10-16
vkwtgjxluixwm0yte9xigwps6dmvtite,07dabb0edfa9d3a347d8b4e045f455d3,1sdf2qw01bokldyogkw6fiiydepfoxuv,2,3.2,Debit Card,Yes,Next Day Air,4.32%,2020-10-10
ekz0hxjijccxfs9rt2qmc3lokpvhcq4k,fd907d4157e67662b805d79e05274e35,5goa6bckmsxwr9l2xakshdtfllnzh01j,9,2.8,PayPal,Yes,Store Pickup,13.84%,2020-10-25
fbgl2whdyzk3hr43l1d6khcxcf4muw7w,102d92e1edfea5b1a2676078b65c8692,nrxrm3adpyztjxh05eq5mypo5vctxhtj,6,4.1,PayPal,No,Express,1.55%,2020-10-18
raeeg5gg2fhq6d3nnomugtvvh7xggzln,32bf000c61137bb5d0b4970532204ca0,5eq1bpq57t0optkaq8tek7ayelb6rhw6,9,4.5,PayPal,,,16.22%,2020-10-25
s0amzxkj4xzevlbgkdbmbvg9vmahhu4g,7030a9973bd0448be9ec453d106ffe5f,vyjth4xhejjesosvbtovxh7rbrsdkp8r,3,4.6,Bank Transfer,No,2-Day Shipping,16.1%,2020-10-09
qtixavcvjeqdx2k7zd4a6w7xen6eeten,a6002dad39819bbee4f7acb44f78b689,06gdgugcanmzq9zolchdclwauacfqr99,15,4.0,Cash,No,Standard,24.57%,2020-10-21
otogx0jtlmjnrrppilabg6wgmqmalmcr,e801d206896e126833929755f395689d,xgvvbcypkwanaexqvciish5ihpihu0lp,3,4.0,Cash,No,Next Day Air,20.28%,2020-10-25
tuhkrxhxlb7kqrruboz1hprothnb3bgw,0d02ec6c2bb4361de5106b1709272689,cchf0tfkzc689csyksjudwinqmfandfb,7,2.6,Credit Card,Yes,Standard,16.67%,2020-10-13
vxuyqgdovv47brk7lkyfuw98cksxsdl1,112ac526ead8b0a54ad393f00a9188e9,5kxmjy5rm4xfaw3iwfjpmf6wvzp97ntj,8,2.7,Cash,Yes,Free Shipping,10.47%,2020-10-18
85yymfn6qmm2eohogvxo1lix7aztq6b3,8b1ef8571ed814487195981f77345a93,b2qn5wed3pwm6wlcb7qxxgsbjpl2syli,14,4.3,Debit Card,Y,Free Shipping,7.69%,2020-10-26
5vq4fabsz04djjrv8ceb1hguq2rykmtk,ed9cef30b7f7a3f61b51aba129464e75,ywwaxyahdit4vxk1eohdivx8zdpsagvf,2,2.7,Venmo,No,2-Day Shipping,1.02%,2020-10-31
jculwnh0pw02weyglvyolxwnwdvuo0g8,45f928594d740581bdc52538bca7284b,zycgietxriyiggwb13zpc8zfgknzdox1,13,3.7,Credit Card,Yes,Free Shipping,12.43%,2020-10-08
d5istsd1mazjisvrucwx8xx3evu2jih2,843ead668e017399855942c35a18d99c,6egan3ytkcje3kztf0ydh8xuhsnvcnpw,8,4.7,Credit Card,Yes,Standard,3.35%,2020-10-29
9llnp3gxkt8bov9q0tzda5th3rgbzhnm,6932ffb2c1475a79312b47f46b24e64a,1jusyqwogrlv0jrt4zfgss9czfizvyk3,7,4.8,Cash,No,Express,1.71%,2020-10-08
mcav08phjudczexm9xabwdqbqqwgmt3a,b4a8adfbe7b3f4b2da1f6573ecced8f5,0v4miohikroiy48mvr06xjsalwblb9ws,6,3.0,Cash,Yes,2-Day Shipping,10.97%,2020-10-11
4bbxwisatwkijrrshtuylsjfws8ovqa6,82dfe33ab308adabcf5c6957a789346c,wn8jzdn8tkqrybx2pzydiqhjxppffdp4,9,3.9,Cash,No,Next Day Air,11.74%,2020-10-27
mmqsjghpsorx1fevajmcqx80eeofvtjm,38ed12b7f33c4d175888a991e440ac51,houxjlkw82n5sge8ycszbrcwvb7yvojq,11,2.6,PayPal,No,Store Pickup,24.79%,2020-10-30
xblwpmbei1z6fzy4wxrhdeogrkuly8m1,4c5af837a95a7e79c758c160cce8123d,8npynmqpwvo3n3rimuyb2nmbyfmkndfb,13,4.1,Bank Transfer,no,Standard,17.81%,2020-10-05
p8y8srmqu7pt08lzn0art44xmjkdspzp,d66f69f9eb039cf0500c7be443e89f9d,4pspwl2f5jcrr5cdbrycugzbncvbceqz,9,2.7,Bank Transfer,No,Free Shipping,12.13%,2020-10-02
wfgxbyjlja4rvgsslbcqripdcj5ixgbc,c71ca6ff0c9f54d5aad7b688c2aa3e1a,ko9ismlfvzvn7wvrrkyb1vfcup412g2e,1,3.3,Debit Card,No,Next Day Air,24.82%,2020-10-09
na10begrppdvghdyox1m7ilgbtfijpe3,d34c098f8fcb05e2f67327cc6482e3bb,yjzu4uyszrlxd4ve6kggiglo6udal75g,4,4.1,Cash,Yes,Express,,2020-10-30
vmpxvboatdott5mbz4d43semt6fazd2g,508495177665755dfa5e9515ae6aaff2,ftqlcarxn7qbffxoz6isha5g3qkyhhvm,6,3.6,Venmo,Y,Express,21.25%,2020-10-26
bbwulsgx8jijumczzf6vrrzxnluza6vk,38ba0ebc5f667bbf8d784e93d9987f0b,elgganmfir4exjamsk6nth9q63uuqiwa,7,4.8,Credit Card,,2-Day Shipping,13.89%,2020-10-16
lmdp6vgyethgc31cw7u81fmnu8nbuyoj,531d72ee185ed8c8085ed964b10f8ded,wa2xmakjutu1illvfshudxmowlsv1gow,5,4.0,Venmo,Yes,2-Day Shipping,22.21%,2020-10-08
lrijjpchrkl6swyznet2cxf9njcwispy,b1ee8411eb36a1c5d6a1741276166da7,5t0wu3fctvlo6bcpam9ok5hhufzlcosj,2,4.0,Bank Transfer,No,Express,15.75%,2020-10-19
igwdczoamev6ezpthozi84bvrzeu8ikh,89833b78b9e62ccbdfdb595b245df90e,gm58zrggckbrnxu0rtgdmzxjgkjayaxm,8,4.9,Credit Card,no,2-Day Shipping,80.24%,2020-10-06
5qlukmxld60xcrhvtxtajmz5yholef9b,52a31da0589eb4f53ff09a214636874e,dqk2h5mnx0zhckr5nuxg35dydpdrhidi,16,3.9,Credit Card,No,Free Shipping,35.43%,2020-10-01
4aifwtauxhuefnbaulugvwtlrufg9su5,2260bf0a03bf94722ad3fdd7700a55c0,lxcdtgxzofa7lp33tbsbazbalakwgfic,15,4.7,Venmo,No,Free Shipping,16.78%,2020-10-14
tdlw45ggb2sagean1p0u5jhj7zlxda7b,7b52ded35bb9b86c3d9d4007912c9715,7kjqnsdl8fkthjhgapagfish0rnevb3e,9,4.4,Debit Card,No,2-Day Shipping,24.5%,2020-10-07
nk8ejdr8rdxlzzzmebu1hi6ai7noo14u,c03a7b7230cc5f07749d557af686d5a7,fy4j4hqdd4iv5fhofwcm7p9w9waxnury,16,3.7,Debit Card,,Free Shipping,12.39%,2020-10-21
2lu7gq48hxmrbft9smr89maj27njdgrm,4b5f48e591b253cd3ff094f0ee44bc72,iqmxcdgqqalse2spjebiusjofyxl19vx,7,3.0,PayPal,No,,4.07%,2020-10-02
cqhqqfpaqokzdiknrhlxoqg6majrlpjl,5cac39834cd193bf5b1396c445bad6f1,l62l74xnw6b7qv5ib8kaxyu85izvuuqs,2,4.0,Cash,Y,Standard,5.55%,2020-10-17
we7pj1zjgemj4wxsixnccnfs0ysbarmk,b92ccf1870664d7433defc3a96949ae7,c8f9n5gzotm6iaxye2ewsbsv8dfjm0sv,13,2.7,Debit Card,No,2-Day Shipping,19.5%,2020-10-25
50kms3nxnrxsdutpxsvopijpqm5p7hzg,7bf4d392c47b749552669e3440452e61,m6uvylemu6attrtwxcphelac2lnec5sl,5,3.8,Cash,No,Next Day Air,15.48%,2020-10-24
n6zfeykehyoijcjxms09ntqe7tlecpcw,265593fa0ecc61e774d5de84de4305da,1xti2hwdzvmc07uplegwhiinlrl0ntfz,17,3.2,Debit Card,Yes,Next Day Air,15.81%,2020-10-14
4tyxaiukrq4njeiafwdn2u6ihysl5frp,85aebe66db0282d6096b0e5fa19481d0,6cve5kb0ll8qvxbkujdhomwzvdfxynme,7,4.6,Cash,No,Standard,23.14%,2020-10-13
q6rvulcp3lbjyn8uc7ujnavvfxehjww0,ef41977e30315800de14439c82c63f90,kffi2mga4darjtdpnyp8hgsrxnpzufu0,4,3.5,Venmo,Y,Standard,5.12%,2020-10-14
9fjgrj5dnuzb5z09tbhlmvqyllzcenoq,3c37ba808e24849b6e2a32a43aa89020,u1emgtke0cv2o9a0puthkb9bw72gw8qc,8,3.3,Cash,Yes,Standard,4.7%,2020-10-01
6o7wm26q5ljnwaomonkolhixfxnbq8jx,be325b96528ccb919e52994437ae9ee4,vbjpqgtf13laajzohmucwd08yj9py0qk,2,3.0,Bank Transfer,Yes,Next Day Air,7.66%,2020-10-21
m9qanvmk7pfwzrngmwvf1ooowxb2rtg4,2a032d122f2636fd80d8453faac3e2e5,gg7yu1fbdi2fbneb5zjwzc426yzssqkx,1,3.4,Cash,Yes,Free Shipping,21.95%,2020-10-09
3vji8e2nqswhdft3r8eve6z13d4kgniz,cbb12cac7425a1fddc51b1bc6e0c6ced,nwocbdehpx8mycxf9w3vkv7rmjoifnc1,4,2.9,PayPal,Y,Free Shipping,5.13%,2020-10-09
7k6ib846wrqldrq9j2q4s2eftg7ubozc,fc76bacb3b74ae68f86fc60a80053cf5,djfoftkprphl12gkbzjtrvlxpfmmatun,1,5.0,Venmo,Yes,Next Day Air,4.06%,2020-10-12
qblh9bjurdwufxgkxr3gfidiugw21v3l,dba59d1ad2ceffd22ea9a2e1f5228af3,hydkmt6bciigv7bvlycu50ux3x6qibp5,9,4.5,Debit Card,No,Standard,3.06%,2020-10-05
iqo6ubqog4dqyjhvwjhgxrupxgkhzoyp,7dd8b388e25c48b9659ccf65632b4444,rnmeak3x18smyaacptyj01comacbb15m,1,3.3,Venmo,No,Express,8.37%,2020-10-24
qbcwp4wxk5dpb6xzarqa9gkpxjjbmupj,f04535ea2dc9576548e865e7f7d7fe3c,5i3ewykmijyrvcolsnyddrdorvtin4g8,7,3.2,Venmo,No,2-Day Shipping,1.73%,2020-10-27
3wd2keimtdu0bqplyngccoyiphkqpu99,a9dbb9459dcc1f34901baa64886a7d30,h1musnnkgilidmiei01tfitrzm7lw5hy,5,4.6,Bank Transfer,No,Standard,20.93%,2020-10-03
fcxvrf404bewosioufc7xzd25gdeyceq,43531e1b385e140254df92e4cdf4c811,9ni3kjahubkff2daowi2gcgmonzqgffm,18,4.3,Credit Card,Y,Express,18.36%,2020-10-25
v8hlmp7bvacfwgppbcsdds9kb4efdj1f,e3ab3708da9a2d815587a8866e044512,ebu4eghjfluuscdf9ned2kkxnsddhfcf,6,4.8,Credit Card,No,Store Pickup,15.87%,2020-10-22
2ph0pmp2ekfx7vdbnumwx0otantqk9ck,4c757f5796ebf210a47c826a612d6b2d,ywjkjaks0wntyxujrvg0j2zcmk89qglx,12,4.1,Venmo,Y,Standard,1.15%,2020-10-04
0h98swzgew0swxw9ikstlmcaxbz3ivyb,af0781b3c0adbc5cf64e723589bac87c,pt6ylnga9ieyn5yetdodrxi8mhe6uxog,14,3.2,Debit Card,No,Free Shipping,6.28%,2020-10-31
byyyyswruuvnvfjiil8aynvuntjols06,24bcd58cf8d6107db9b7f332c2135e48,2dusmi8weesmcz1bhfuupvmkrybmgbfk,9,3.0,Bank Transfer,Yes,Store Pickup,23.42%,2020-10-15
2tt60uxyhvh0ibe9ldnsxauv4xxqhjyz,547e9418d79e394bfcc95cea56d77ff1,tdqqwxnjw4ngjiqmseowidtxghgqlvcu,10,2.6,PayPal,Yes,Store Pickup,0.12%,2020-10-06
pm8do8gazdvfokwphcf47hsicbx1vzrm,35342c4b6a279d393f0a9188311b7fe5,x2nqvfcosv5og9nvh9m50hznd8ax7q1b,5,3.0,Venmo,No,2-Day Shipping,13.76%,2020-10-30
y447sgnrmvugezlzfxyc7gm7hql5e9x5,8267acff03b0e83e24e48b76aac0b2f5,nen6ykeg8dcng2wgnff3u7u0ypcnhuqy,6,2.8,Bank Transfer,No,Express,21.76%,2020-10-12
jc6bcajloofcjmb6ivlxdflgxrx6pdim,eb7c06aecb7fca1e5f8c0715cda4486c,nfmpletg0cprug4pkcldiwe8isvrxe0g,8,4.4,PayPal,Yes,Standard,15.85%,2020-10-15
rnlxx2lnwyuj1n2gtpvqpjnnod2shx7c,db43143847bf1064d7e77c518bf0dada,pvpcrhfmfdyz1efnkgkrdlbx5okd3bq6,1,3.1,PayPal,Yes,Express,3.58%,2020-10-12
zip9jbmwclxulpfb3om9vacwuk1mghlo,180b630580584e5799cfeb2a5f25d519,03eraiwjb9ovuetvdhjoaclrn7qrxeef,14,2.8,Debit Card,No,,24.6%,2020-10-20
ntocgemjwhscbsydpit41iapu70xj5g5,99f0ee11c5bbf19ea9d73d0073979854,k8urgmb7umpeknks2vsd9mrfwhkhyrti,7,3.3,Debit Card,No,Standard,3.11%,2020-10-21
83eo3xmvk7hu6vzcpxbxsftdtv4bnao1,3fb084f1186191a89384266adcd16476,bit4uunyszjxjg6mvngzh1udsmwwjkwf,3,2.6,Credit Card,No,Store Pickup,14.69%,2020-10-11
z9ykiovqlixrwtpgzntqprknv0kepafc,85b81d17d30a4d5502fb3315d0f7440e,hjck4hkdojsy2cdlcxndnjqd7aibo8zo,7,3.3,Venmo,No,Express,21.04%,2020-10-17
0gctwjoxtpymv5njhufhiroiisg943ys,b485dd6a929d383dcd4c6afd5f9f941f,c1kldv2mlvhcmmiayb5gv0dq6b8rbvpn,10,4.7,PayPal,Yes,2-Day Shipping,93.23%,2020-10-17
2x7ssdv4eurssg5rcwty0dxzlhx9jaya,3f422144b37c53cada636d7179d2a56d,ri7f2nhkgybjoojfbomycgljojfkin6y,1,4.0,Debit Card,Yes,2-Day Shipping,15.07%,2020-10-27
terbvn1frnhwfq5aop2dhalfdw53didl,78ecae34632f5eb2ad27da6d92095cbd,rcqdnxjzitbghvl8bsk8kr0wobjsbcpi,11,3.4,Credit Card,,Standard,24.56%,2020-10-11
nxepbidfbo1suosrjosofzi7n5bp4mb5,9e25fbacf1b44d79d874a481e98cc689,zs7mguex84lwvqxaqjcz9i57mtjzvskl,10,3.3,Venmo,Yes,Next Day Air,21.56%,2020-10-09
s9xvrf8oqh4i1cfnllxhrgjipukdcnye,04da7203ef4bf8a67bf3d1b9c3e29e8b,rtvvnci5o76xvswn4ohanon8pdxvlkrb,17,4.4,PayPal,Y,2-Day Shipping,16.4%,2020-10-13
qggvphhplj5uc8d73zemwiekro74qz4m,98d6cb9df1ae3ae2287983abffbd2e00,w1atzx0vcnxfexx4qtmmko51kqtpueav,1,4.1,PayPal,Yes,Free Shipping,14.36%,2020-10-11
zzz7awtyqzzxxhw7nlo3jpqw6rywhlsg,ce18350472569b2812cfade19216829b,mt9binhdzk5o3uuezbebfbaawcnfpjx4,18,4.0,Cash,Yes,Store Pickup,13.73%,2020-10-29
wfxmhuxodsgm2naenmhuikcrrgpe5jak,4d62e01a2d96257613b3f4064f38a938,n9qdi3niwmgh7jmalxtaybprkztm6ksn,12,2.8,Debit Card,No,Store Pickup,11.99%,2020-10-12
d3necdjwwwc4y5whp16nkmlznilxtxwt,c76d996d351ec62e9873a220b79eb430,oh9kpcs8cxunsgmucpsjsuivlhxu6xim,7,3.5,Bank Transfer,no,Next Day Air,12.04%,2020-10-07
legtp3k6rcy8d3id26xjegww5nc9rma5,f5b9e2d1a9e70bbca1c5375a0f556d86,buaoysasglsbgl2rheaembwtduyczlr7,11,4.9,Venmo,Yes,Free Shipping,3.32%,2020-10-22
salfjmwa4hiove0bmnbtl0pk2ayby8rz,e15858f78fe38b36d97fc0b29d46ec19,nzp1rxugygcyc5s9gxkwwqjmj4189c8t,12,4.9,Cash,Y,Standard,15.95%,2020-10-24
v8lzokbmgx9al1iwtcgpszqzhionckvu,ebe191ca77745b1a6957d7e9eb45fcde,oacfl09yihl55bfkjzprgwpoczphngo0,3,3.7,PayPal,No,Next Day Air,13.79%,2020-10-19
q06diyxdqn594kjragmayif4qwoyoogx,6005c33a2c1f5b7e663eecbd2c60d7ac,jqvu2thl4ds182lytjngzymvhr1zyhml,17,4.5,Debit Card,Y,2-Day Shipping,65.42%,2020-10-29
al30xtpimob48iobsgbhqfuxtwjipmk5,efec47a5d2aa1d41c217a01a48f473dd,syh6qkkpa4tqgza2wt6i6zzd2luoiut3,16,4.8,Cash,Y,Free Shipping,13.87%,2020-10-06
dr5snekuxrbqlqjbcjsdaeizn3q4nmyd,3e6eb5e1433153c8c898335e7df0f676,7oykkdhdzgm2ribbfcr68ey4oikyk3oa,10,3.3,Credit Card,No,2-Day Shipping,9.63%,2020-10-09
i3rsijkwhycu1txf85ccgihzdiwuadbn,8922b591d491f1a166332eeb2a6d6939,xzqy7maawuknsscwsgrfliyn2jt9fe72,9,3.8,Cash,No,Free Shipping,3.99%,2020-10-19
lod0bowlgmcdnhecgicbznwn9sfl7mz0,097d21f3b37ffeeb8f7f51355ead6b28,ypuu4xkham1tyblbabyeaa6elnbihmde,1,3.1,Cash,No,Standard,15.99%,2020-10-28
odx07zn7nyddbe4cq5o0bgdapmwoyn8e,8f27e2eba1db4f9f6695912de657ac21,ydshqgtkwkl5hixwqraf2g7llpogjooh,8,4.4,PayPal,No,Standard,15.07%,2020-10-30
rfvnwnzyqmzl3xnfb48fgis7l5a4hanf,ebc476908f6e8a35ffb1e2e462540ab8,uucn55txqd8ya9hpomirquammhy01ul1,7,2.8,Bank Transfer,Yes,2-Day Shipping,15.64%,2020-10-21
akhqkwjcx3r9dnmatju8avyhyblnbtqa,9d1286fcb4aa0177f5dd745f3f32b024,4lchgaozl69ruthuicgaryr2ysovq7du,2,4.1,Venmo,No,2-Day Shipping,9.47%,2020-10-17
ljevyxn3ets9zl7bkvueavjeot7lmucn,587d0104c451c68e8d885edaaa6e71bc,1mc3pfgy0ykvfmp9gbvpdbiq6uveatmr,8,2.9,Debit Card,Y,Standard,93.94%,2020-10-10
rgtyvtmsoeyghpdufhbzljgvy41yt3mk,10503a51cf20d0e802342c3858377e38,mzfdo74wvuhft2bskbhaqwgaf2ajm3vf,16,3.7,Cash,No,,15.42%,2020-10-31
m3ov7xz62twtqwuc7razdfyvlbkdqq2n,880432efeff6047955c5434284500086,3r26gokh9zn9tymnmrjoioyfkgeju9uv,16,4.4,Credit Card,No,Free Shipping,17.62%,2020-10-20
oca7ilsb1rskbzujfxlxyarsdap8eykq,7cd32caedad84767745541cdcee9bb44,zwjsb1pcbsy54gpdxlruxz4rovy9jv8y,7,4.4,Debit Card,Yes,Standard,14.9%,2020-10-26
cnttjdy4goixjsmng0vx5yy6xwinvgq1,2bf861737139e0c6e51dc995d0d386e8,aqfmsxpqpsawo7iqy10gxd7jczkre1lo,8,3.0,PayPal,Yes,Store Pickup,3.75%,2020-10-23
dtjdbqvxfnymdg1sg8hsiw8ksc6k8gpk,ca018b93db9cf1a266666ce26fa2a18a,9hphskdklv7wje7lwssje7aswckqqlrf,3,3.3,Credit Card,Y,Store Pickup,13.52%,2020-10-15
gzeeqcmcaxmdyqhq9dl1chwpjo1mfcrd,9f9ccb94b5549eab1f0662dbd11cf197,ukigcu7m00qxczsvzzg5eceaheclwkw1,12,2.6,Cash,Yes,Express,0.81%,2020-10-18
xkybm1nayi0w9ti2grffbt9upoyikiot,ce0549da38cc1deb198c14b08e60b9c5,mz738bngjdldunhnifvtaxckzcflzjwr,3,2.7,Credit Card,No,Store Pickup,13.53%,2020-10-01
blcv2ejtjpp7cqnkew3tjqwyhgn7iusx,5ea29added91c2414baaa06eb9bf09e4,ixmw9ukynl3nwgabdkzfkf6j21lzgjai,7,3.6,Credit Card,Yes,Next Day Air,10.74%,2020-10-28
2jnndn9q0pnbugtqglepdvx3yc1rjgfe,cbb12cac7425a1fddc51b1bc6e0c6ced,stielltmfygvxj5nhcrkm0tjd6t9nxdw,12,4.6,Debit Card,No,Free Shipping,15.88%,2020-10-24
olvt7wz2fognjticqauqyow66k1uexew,c68dde20436c6db4cf37f4884f53a7a6,pot7unhohpgonzs73uwwu4js7ge8vx7j,3,2.9,Cash,No,Express,12.82%,2020-10-27
dk8mlcaxyohwosnn94lusazwtsuamcmu,bfd3296c8d123ed7ae0afbd8d1f640dd,tu2ixcza3uieqn1puuqtreggn5cdhgdp,1,2.5,Bank Transfer,Yess,Store Pickup,3.27%,2020-10-05
crjwb5d7syxgafu3g84gkglhmf5xqha4,086b5d48ee1e6616ef6eace369c76a88,1x3pu2owrbgl7yovpjs11itcfmlir65x,14,3.3,PayPal,No,Store Pickup,13.28%,2020-10-28
qpxzx4fzvlterox5ylyy7svt1jkmfapt,74261d996d7ba2d8d7338d9d5f444289,ehmbq8k1kvqszumetjrc8ykkn9oimje8,2,3.0,Bank Transfer,Yes,Standard,4.17%,2020-10-28
sj1nfdadtzogk1kuunnbhgklg46uq2f4,7541976a6048b4191f3d3f7df56b869f,nsb50l51w01g0f0i9icago2pviivf4vd,9,3.3,PayPal,Yes,Free Shipping,11.44%,2020-10-06
qt83qwesya6vnhrkvtbjpsiq1agiz5qi,519a4a47207c85d00fb4e7af5b66b27d,uy4ajlixwycezzoklh3vhhjn581nfofy,11,3.1,PayPal,No,Free Shipping,21.31%,2020-10-01
qvfmettgftt5wrjlegsgmfjofntgijto,74faf0bdf8fdc32bc0fe0c2bdd71f3dc,4lpgrfehfp7vczjlsa9tdgtudahagzvh,18,4.7,PayPal,Yes,Standard,11.31%,2020-10-08
jsb7leqlvnozoawomb1edm6agj0s2z1s,3a165de98664f7a9c26cec87cf690473,w6moairswc4bmpjltzu8ty79anvnygov,4,3.6,Cash,No,2-Day Shipping,16.2%,2020-10-16
00f1f99ftdxkgajgqnc7xvjqbtnzxxam,aff5193024631920663f2e1a6daec64d,nkz1q9nospco3rszm1v244ev5zdqqnyv,1,4.0,Bank Transfer,Yes,Free Shipping,14.65%,2020-10-16
pvziyhexw16jyaha540kq2ggpiwdbln7,c018db2eab225156178f112acbef71cd,j1hwzikq5e0rbbywmlls0byujsy7q6o3,4,4.4,Credit Card,Yes,2-Day Shipping,6.51%,2020-10-12
crfpl5qjvn4zk5mlice2njgggktadyh5,08680c5f0e8e1d9e8d902626ed372fea,l0t6rmemtwgguu4f9fvy203mhfjzzckp,6,4.4,PayPal,Yes,Next Day Air,22.68%,2020-10-10
isivkegowptusaqpurtvnwbclcp9xttq,09f291bfaaa0f144618d4c44ed1250e3,jclof2lja22j2w9d7j7ebazfg3plsdth,10,4.1,Cash,No,Free Shipping,9.11%,2020-10-23
t8norat34qrtmy26ywlsflrydizo6toc,d57d833da472bd719f5e156d03c6a06a,tmuhdkddmilsyxrcclscjgrmrq49vflv,4,4.1,Credit Card,No,Express,13.47%,2020-10-27
ue7qxxjmywcpeohr7r08lo001oczq78g,e7ff386b78ec47bf635ff88fdf474172,djgmow16cnkkexobwgoluhyjz73rlrq7,1,3.4,Debit Card,No,Free Shipping,13.46%,2020-10-07
1oehwrhunukbsjlm9m8gk8ykudarq0vd,2fb04f782975c1713f24cd92cff99b97,vuhrhtkp6xbqauqlstmi7ruyilmpetja,15,4.2,Cash,No,Store Pickup,19.68%,2020-10-15
cn2unzf4h9brh2uhi5tw8ptutgou7epl,dee7b3f4b9d1f832a28cfe1e1cf8f73c,ainscvu6w0mpcmspibe1emxeowtpnlck,16,3.9,Credit Card,No,Standard,7.88%,2020-10-05
zhmizdcnhbp7ujhswngwejnpjweoekex,fbd98e7999cff0475bfaefe73562a46c,eox40kugbp1w7aqnip9zhodu5riqjiii,3,3.4,Cash,Yes,Express,18.43%,2020-10-01
